"","predict","test"
"13645",TRUE,TRUE
"13646",TRUE,TRUE
"13647",TRUE,TRUE
"13648",TRUE,TRUE
"13649",TRUE,TRUE
"13650",TRUE,TRUE
"13651",TRUE,TRUE
"13652",TRUE,TRUE
"13653",TRUE,TRUE
"13654",TRUE,TRUE
"13655",TRUE,TRUE
"13656",TRUE,TRUE
"13657",TRUE,TRUE
"13658",TRUE,TRUE
"13659",TRUE,TRUE
"13660",TRUE,TRUE
"13661",TRUE,TRUE
"13662",TRUE,TRUE
"13663",TRUE,TRUE
"13664",TRUE,TRUE
"13665",TRUE,TRUE
"13666",TRUE,TRUE
"13667",TRUE,TRUE
"13668",TRUE,TRUE
"13669",TRUE,TRUE
"13670",TRUE,TRUE
"13671",TRUE,TRUE
"13672",TRUE,TRUE
"13673",TRUE,TRUE
"13674",TRUE,TRUE
"13675",TRUE,TRUE
"13676",TRUE,TRUE
"13677",TRUE,TRUE
"13678",TRUE,TRUE
"13679",TRUE,TRUE
"13680",TRUE,TRUE
"13681",TRUE,TRUE
"13682",TRUE,TRUE
"13683",TRUE,TRUE
"13684",TRUE,TRUE
"13685",TRUE,TRUE
"13686",TRUE,TRUE
"13687",TRUE,TRUE
"13688",TRUE,TRUE
"13689",TRUE,TRUE
"13690",TRUE,TRUE
"13691",TRUE,TRUE
"13692",TRUE,TRUE
"13693",TRUE,TRUE
"13694",TRUE,TRUE
"13695",TRUE,TRUE
"13696",TRUE,TRUE
"13697",TRUE,TRUE
"13698",TRUE,TRUE
"13699",TRUE,TRUE
"13700",TRUE,TRUE
"13701",TRUE,TRUE
"13702",TRUE,TRUE
"13703",TRUE,TRUE
"13704",TRUE,TRUE
"13705",TRUE,TRUE
"13706",TRUE,TRUE
"13707",TRUE,TRUE
"13708",TRUE,TRUE
"13709",TRUE,TRUE
"13710",TRUE,TRUE
"13711",TRUE,TRUE
"13712",TRUE,TRUE
"13713",TRUE,TRUE
"13714",TRUE,TRUE
"13715",TRUE,TRUE
"13716",TRUE,TRUE
"13717",TRUE,TRUE
"13718",TRUE,TRUE
"13719",TRUE,TRUE
"13720",TRUE,TRUE
"13721",TRUE,TRUE
"13722",TRUE,TRUE
"13723",TRUE,TRUE
"13724",TRUE,TRUE
"13725",TRUE,TRUE
"13726",TRUE,TRUE
"13727",TRUE,TRUE
"13728",TRUE,TRUE
"13729",TRUE,TRUE
"13730",TRUE,TRUE
"13731",TRUE,TRUE
"13732",TRUE,TRUE
"13733",TRUE,TRUE
"13734",TRUE,TRUE
"13735",TRUE,TRUE
"13736",TRUE,TRUE
"13737",TRUE,TRUE
"13738",TRUE,TRUE
"13739",TRUE,TRUE
"13740",TRUE,TRUE
"13741",TRUE,TRUE
"13742",TRUE,TRUE
"13743",TRUE,TRUE
"13744",TRUE,TRUE
"13745",TRUE,TRUE
"13746",TRUE,TRUE
"13747",TRUE,TRUE
"13748",TRUE,TRUE
"13749",TRUE,TRUE
"13750",TRUE,TRUE
"13751",TRUE,TRUE
"13752",TRUE,TRUE
"13753",TRUE,TRUE
"13754",TRUE,TRUE
"13755",TRUE,TRUE
"13756",TRUE,TRUE
"13757",TRUE,TRUE
"13758",TRUE,TRUE
"13759",TRUE,TRUE
"13760",TRUE,TRUE
"13761",TRUE,TRUE
"13762",TRUE,TRUE
"13763",TRUE,TRUE
"13764",TRUE,TRUE
"13765",TRUE,TRUE
"13766",TRUE,TRUE
"13767",TRUE,TRUE
"13768",TRUE,TRUE
"13769",TRUE,TRUE
"13770",TRUE,TRUE
"13771",TRUE,TRUE
"13772",TRUE,TRUE
"13773",TRUE,TRUE
"13774",TRUE,TRUE
"13775",TRUE,TRUE
"13776",TRUE,TRUE
"13777",TRUE,TRUE
"13778",TRUE,TRUE
"13779",TRUE,TRUE
"13780",TRUE,TRUE
"13781",TRUE,TRUE
"13782",TRUE,TRUE
"13783",TRUE,TRUE
"13784",TRUE,TRUE
"13785",TRUE,TRUE
"13786",TRUE,TRUE
"13787",TRUE,TRUE
"13788",TRUE,TRUE
"13789",TRUE,TRUE
"13790",TRUE,TRUE
"13791",TRUE,TRUE
"13792",TRUE,TRUE
"13793",TRUE,TRUE
"13794",TRUE,TRUE
"13795",TRUE,TRUE
"13796",TRUE,TRUE
"13797",TRUE,TRUE
"13798",TRUE,TRUE
"13799",TRUE,TRUE
"13800",TRUE,TRUE
"13801",TRUE,TRUE
"13802",TRUE,TRUE
"13803",TRUE,TRUE
"13804",TRUE,TRUE
"13805",TRUE,TRUE
"13806",TRUE,TRUE
"13807",TRUE,TRUE
"13808",TRUE,TRUE
"13809",TRUE,TRUE
"13810",TRUE,TRUE
"13811",TRUE,TRUE
"13812",TRUE,TRUE
"13813",TRUE,TRUE
"13814",TRUE,TRUE
"13815",TRUE,TRUE
"13816",TRUE,TRUE
"13817",TRUE,TRUE
"13818",TRUE,TRUE
"13819",TRUE,TRUE
"13820",TRUE,TRUE
"13821",TRUE,TRUE
"13822",TRUE,TRUE
"13823",TRUE,TRUE
"13824",TRUE,TRUE
"13825",TRUE,TRUE
"13826",TRUE,TRUE
"13827",TRUE,TRUE
"13828",TRUE,TRUE
"13829",TRUE,TRUE
"13830",TRUE,TRUE
"13831",TRUE,TRUE
"13832",TRUE,TRUE
"13833",TRUE,TRUE
"13834",TRUE,TRUE
"13835",TRUE,TRUE
"13836",TRUE,TRUE
"13837",TRUE,TRUE
"13838",TRUE,TRUE
"13839",TRUE,TRUE
"13840",TRUE,TRUE
"13841",TRUE,TRUE
"13842",TRUE,TRUE
"13843",TRUE,TRUE
"13844",TRUE,TRUE
"13845",TRUE,TRUE
"13846",TRUE,TRUE
"13847",TRUE,TRUE
"13848",TRUE,TRUE
"13849",TRUE,TRUE
"13850",TRUE,TRUE
"13851",TRUE,TRUE
"13852",TRUE,TRUE
"13853",TRUE,TRUE
"13854",TRUE,TRUE
"13855",TRUE,TRUE
"13856",TRUE,TRUE
"13857",TRUE,TRUE
"13858",TRUE,TRUE
"13859",TRUE,TRUE
"13860",TRUE,TRUE
"13861",TRUE,TRUE
"13862",TRUE,TRUE
"13863",TRUE,TRUE
"13864",TRUE,TRUE
"13865",TRUE,TRUE
"13866",TRUE,TRUE
"13867",TRUE,TRUE
"13868",TRUE,TRUE
"13869",TRUE,TRUE
"13870",TRUE,TRUE
"13871",TRUE,TRUE
"13872",TRUE,TRUE
"13873",TRUE,TRUE
"13874",TRUE,TRUE
"13875",TRUE,TRUE
"13876",TRUE,TRUE
"13877",TRUE,TRUE
"13878",TRUE,TRUE
"13879",TRUE,TRUE
"13880",TRUE,TRUE
"13881",TRUE,TRUE
"13882",TRUE,TRUE
"13883",TRUE,TRUE
"13884",TRUE,TRUE
"13885",TRUE,TRUE
"13886",TRUE,TRUE
"13887",TRUE,TRUE
"13888",TRUE,TRUE
"13889",TRUE,TRUE
"13890",TRUE,TRUE
"13891",TRUE,TRUE
"13892",TRUE,TRUE
"13893",TRUE,TRUE
"13894",TRUE,TRUE
"13895",TRUE,TRUE
"13896",TRUE,TRUE
"13897",TRUE,TRUE
"13898",TRUE,TRUE
"13899",TRUE,TRUE
"13900",TRUE,TRUE
"13901",TRUE,TRUE
"13902",TRUE,TRUE
"13903",TRUE,TRUE
"13904",TRUE,TRUE
"13905",TRUE,TRUE
"13906",TRUE,TRUE
"13907",TRUE,TRUE
"13908",TRUE,TRUE
"13909",TRUE,TRUE
"13910",TRUE,TRUE
"13911",TRUE,TRUE
"13912",TRUE,TRUE
"13913",TRUE,TRUE
"13914",TRUE,TRUE
"13915",TRUE,TRUE
"13916",TRUE,TRUE
"13917",TRUE,TRUE
"13918",TRUE,TRUE
"13919",TRUE,TRUE
"13920",TRUE,TRUE
"13921",TRUE,TRUE
"13922",TRUE,TRUE
"13923",TRUE,TRUE
"13924",TRUE,TRUE
"13925",TRUE,TRUE
"13926",TRUE,TRUE
"13927",TRUE,TRUE
"13928",TRUE,TRUE
"13929",TRUE,TRUE
"13930",TRUE,TRUE
"13931",TRUE,TRUE
"13932",TRUE,TRUE
"13933",TRUE,TRUE
"13934",TRUE,TRUE
"13935",TRUE,TRUE
"13936",TRUE,TRUE
"13937",TRUE,TRUE
"13938",TRUE,TRUE
"13939",TRUE,TRUE
"13940",TRUE,TRUE
"13941",TRUE,TRUE
"13942",TRUE,TRUE
"13943",TRUE,TRUE
"13944",TRUE,TRUE
"13945",TRUE,TRUE
"13946",TRUE,TRUE
"13947",TRUE,TRUE
"13948",TRUE,TRUE
"13949",TRUE,TRUE
"13950",TRUE,TRUE
"13951",TRUE,TRUE
"13952",TRUE,TRUE
"13953",TRUE,TRUE
"13954",TRUE,TRUE
"13955",TRUE,TRUE
"13956",TRUE,TRUE
"13957",TRUE,TRUE
"13958",TRUE,TRUE
"13959",TRUE,TRUE
"13960",TRUE,TRUE
"13961",TRUE,TRUE
"13962",TRUE,TRUE
"13963",TRUE,TRUE
"13964",TRUE,TRUE
"13965",TRUE,TRUE
"13966",TRUE,TRUE
"13967",TRUE,TRUE
"13968",TRUE,TRUE
"13969",TRUE,TRUE
"13970",TRUE,TRUE
"13971",TRUE,TRUE
"13972",TRUE,TRUE
"13973",TRUE,TRUE
"13974",TRUE,TRUE
"13975",TRUE,TRUE
"13976",TRUE,TRUE
"13977",TRUE,TRUE
"13978",TRUE,TRUE
"13979",TRUE,TRUE
"13980",TRUE,TRUE
"13981",TRUE,TRUE
"13982",TRUE,TRUE
"13983",TRUE,TRUE
"13984",TRUE,TRUE
"13985",TRUE,TRUE
"13986",TRUE,TRUE
"13987",TRUE,TRUE
"13988",TRUE,TRUE
"13989",TRUE,TRUE
"13990",TRUE,TRUE
"13991",TRUE,TRUE
"13992",TRUE,TRUE
"13993",TRUE,TRUE
"13994",TRUE,TRUE
"13995",TRUE,TRUE
"13996",TRUE,TRUE
"13997",TRUE,TRUE
"13998",TRUE,TRUE
"13999",TRUE,TRUE
"14000",TRUE,TRUE
"14001",TRUE,TRUE
"14002",TRUE,TRUE
"14003",TRUE,TRUE
"14004",TRUE,TRUE
"14005",TRUE,TRUE
"14006",TRUE,TRUE
"14007",TRUE,TRUE
"14008",TRUE,TRUE
"14009",TRUE,TRUE
"14010",TRUE,TRUE
"14011",TRUE,TRUE
"14012",TRUE,TRUE
"14013",TRUE,TRUE
"14014",TRUE,TRUE
"14015",TRUE,TRUE
"14016",TRUE,TRUE
"14017",TRUE,TRUE
"14018",TRUE,TRUE
"14019",TRUE,TRUE
"14020",TRUE,TRUE
"14021",TRUE,TRUE
"14022",TRUE,TRUE
"14023",TRUE,TRUE
"14024",TRUE,TRUE
"14025",TRUE,TRUE
"14026",TRUE,TRUE
"14027",TRUE,TRUE
"14028",TRUE,TRUE
"14029",TRUE,TRUE
"14030",TRUE,TRUE
"14031",TRUE,TRUE
"14032",TRUE,TRUE
"14033",TRUE,TRUE
"14034",TRUE,TRUE
"14035",TRUE,TRUE
"14036",TRUE,TRUE
"14037",TRUE,TRUE
"14038",TRUE,TRUE
"14039",TRUE,TRUE
"14040",TRUE,TRUE
"14041",TRUE,TRUE
"14042",TRUE,TRUE
"14043",TRUE,TRUE
"14044",TRUE,TRUE
"14045",TRUE,TRUE
"14046",TRUE,TRUE
"14047",TRUE,TRUE
"14048",TRUE,TRUE
"14049",TRUE,TRUE
"14050",TRUE,TRUE
"14051",TRUE,TRUE
"14052",TRUE,TRUE
"14053",TRUE,TRUE
"14054",TRUE,TRUE
"14055",TRUE,TRUE
"14056",TRUE,TRUE
"14057",TRUE,TRUE
"14058",TRUE,TRUE
"14059",TRUE,TRUE
"14060",TRUE,TRUE
"14061",TRUE,TRUE
"14062",TRUE,TRUE
"14063",TRUE,TRUE
"14064",TRUE,TRUE
"14065",TRUE,TRUE
"14066",TRUE,TRUE
"14067",TRUE,TRUE
"14068",TRUE,TRUE
"14069",TRUE,TRUE
"14070",TRUE,TRUE
"14071",TRUE,TRUE
"14072",TRUE,TRUE
"14073",TRUE,TRUE
"14074",TRUE,TRUE
"14075",TRUE,TRUE
"14076",TRUE,TRUE
"14077",TRUE,TRUE
"14078",TRUE,TRUE
"14079",TRUE,TRUE
"14080",TRUE,TRUE
"14081",TRUE,TRUE
"14082",TRUE,TRUE
"14083",TRUE,TRUE
"14084",TRUE,TRUE
"14085",TRUE,TRUE
"14086",TRUE,TRUE
"14087",TRUE,TRUE
"14088",TRUE,TRUE
"14089",TRUE,TRUE
"14090",TRUE,TRUE
"14091",TRUE,TRUE
"14092",TRUE,TRUE
"14093",TRUE,TRUE
"14094",TRUE,TRUE
"14095",TRUE,TRUE
"14096",TRUE,TRUE
"14097",TRUE,TRUE
"14098",TRUE,TRUE
"14099",TRUE,TRUE
"14100",TRUE,TRUE
"14101",TRUE,TRUE
"14102",TRUE,TRUE
"14103",TRUE,TRUE
"14104",TRUE,TRUE
"14105",TRUE,TRUE
"14106",TRUE,TRUE
"14107",TRUE,TRUE
"14108",TRUE,TRUE
"14109",TRUE,TRUE
"14110",TRUE,TRUE
"14111",TRUE,TRUE
"14112",TRUE,TRUE
"14113",TRUE,TRUE
"14114",TRUE,TRUE
"14115",TRUE,TRUE
"14116",TRUE,TRUE
"14117",TRUE,TRUE
"14118",TRUE,TRUE
"14119",TRUE,TRUE
"14120",TRUE,TRUE
"14121",TRUE,TRUE
"14122",TRUE,TRUE
"14123",TRUE,TRUE
"14124",TRUE,TRUE
"14125",TRUE,TRUE
"14126",TRUE,TRUE
"14127",TRUE,TRUE
"14128",TRUE,TRUE
"14129",TRUE,TRUE
"14130",TRUE,TRUE
"14131",TRUE,TRUE
"14132",TRUE,TRUE
"14133",TRUE,TRUE
"14134",TRUE,TRUE
"14135",TRUE,TRUE
"14136",TRUE,TRUE
"14137",TRUE,TRUE
"14138",TRUE,TRUE
"14139",TRUE,TRUE
"14140",TRUE,TRUE
"14141",TRUE,TRUE
"14142",TRUE,TRUE
"14143",TRUE,TRUE
"14144",TRUE,TRUE
"14145",TRUE,TRUE
"14146",TRUE,TRUE
"14147",TRUE,TRUE
"14148",TRUE,TRUE
"14149",FALSE,TRUE
"14150",FALSE,TRUE
"14151",FALSE,TRUE
"14152",TRUE,TRUE
"14153",TRUE,TRUE
"14154",TRUE,TRUE
"14155",TRUE,TRUE
"14156",TRUE,TRUE
"14157",TRUE,TRUE
"14158",TRUE,TRUE
"14159",TRUE,TRUE
"14160",TRUE,TRUE
"14161",TRUE,TRUE
"14162",TRUE,TRUE
"14163",TRUE,TRUE
"14164",TRUE,TRUE
"14165",TRUE,TRUE
"14166",TRUE,TRUE
"14167",TRUE,TRUE
"14168",TRUE,TRUE
"14169",TRUE,TRUE
"14170",TRUE,TRUE
"14171",TRUE,TRUE
"14172",TRUE,TRUE
"14173",TRUE,TRUE
"14174",TRUE,TRUE
"14175",TRUE,TRUE
"14176",TRUE,TRUE
"14177",TRUE,TRUE
"14178",TRUE,TRUE
"14179",TRUE,TRUE
"14180",TRUE,TRUE
"14181",TRUE,TRUE
"14182",TRUE,TRUE
"14183",TRUE,TRUE
"14184",TRUE,TRUE
"14185",TRUE,TRUE
"14186",TRUE,TRUE
"14187",TRUE,TRUE
"14188",TRUE,TRUE
"14189",TRUE,TRUE
"14190",TRUE,TRUE
"14191",TRUE,TRUE
"14192",TRUE,TRUE
"14193",TRUE,TRUE
"14194",TRUE,TRUE
"14195",TRUE,TRUE
"14196",TRUE,TRUE
"14197",TRUE,TRUE
"14198",TRUE,TRUE
"14199",TRUE,TRUE
"14200",TRUE,TRUE
"14201",TRUE,TRUE
"14202",TRUE,TRUE
"14203",TRUE,TRUE
"14204",TRUE,TRUE
"14205",TRUE,TRUE
"14206",TRUE,TRUE
"14207",TRUE,TRUE
"14208",TRUE,TRUE
"14209",TRUE,TRUE
"14210",TRUE,TRUE
"14211",TRUE,TRUE
"14212",TRUE,TRUE
"14213",TRUE,TRUE
"14214",TRUE,TRUE
"14215",TRUE,TRUE
"14216",TRUE,TRUE
"14217",TRUE,TRUE
"14218",TRUE,TRUE
"14219",TRUE,TRUE
"14220",TRUE,TRUE
"14221",TRUE,TRUE
"14222",TRUE,TRUE
"14223",TRUE,TRUE
"14224",TRUE,TRUE
"14225",TRUE,TRUE
"14226",TRUE,TRUE
"14227",TRUE,TRUE
"14228",TRUE,TRUE
"14229",TRUE,TRUE
"14230",TRUE,TRUE
"14231",TRUE,TRUE
"14232",TRUE,TRUE
"14233",TRUE,TRUE
"14234",TRUE,TRUE
"14235",TRUE,TRUE
"14236",TRUE,TRUE
"14237",TRUE,TRUE
"14238",TRUE,TRUE
"14239",TRUE,TRUE
"14240",TRUE,TRUE
"14241",TRUE,TRUE
"14242",TRUE,TRUE
"14243",TRUE,TRUE
"14244",TRUE,TRUE
"14245",TRUE,TRUE
"14246",TRUE,TRUE
"14247",TRUE,TRUE
"14248",TRUE,TRUE
"14249",TRUE,TRUE
"14250",TRUE,TRUE
"14251",TRUE,TRUE
"14252",TRUE,TRUE
"14253",TRUE,TRUE
"14254",TRUE,TRUE
"14255",TRUE,TRUE
"14256",TRUE,TRUE
"14257",TRUE,TRUE
"14258",TRUE,TRUE
"14259",TRUE,TRUE
"14260",TRUE,TRUE
"14261",TRUE,TRUE
"14262",TRUE,TRUE
"14263",TRUE,TRUE
"14264",TRUE,TRUE
"14265",TRUE,TRUE
"14266",TRUE,TRUE
"14267",TRUE,TRUE
"14268",TRUE,TRUE
"14269",TRUE,TRUE
"14270",TRUE,TRUE
"14271",TRUE,TRUE
"14272",TRUE,TRUE
"14273",TRUE,TRUE
"14274",TRUE,TRUE
"14275",TRUE,TRUE
"14276",TRUE,TRUE
"14277",TRUE,TRUE
"14278",TRUE,TRUE
"14279",TRUE,TRUE
"14280",TRUE,TRUE
"14281",TRUE,TRUE
"14282",TRUE,TRUE
"14283",TRUE,TRUE
"14284",TRUE,TRUE
"14285",TRUE,TRUE
"14286",TRUE,TRUE
"14287",TRUE,TRUE
"14288",TRUE,TRUE
"14289",TRUE,TRUE
"14290",TRUE,TRUE
"14291",TRUE,TRUE
"14292",TRUE,TRUE
"14293",TRUE,TRUE
"14294",TRUE,TRUE
"14295",TRUE,TRUE
"14296",TRUE,TRUE
"14297",TRUE,TRUE
"14298",TRUE,TRUE
"14299",TRUE,TRUE
"14300",TRUE,TRUE
"14301",TRUE,TRUE
"14302",TRUE,TRUE
"14303",TRUE,TRUE
"14304",TRUE,TRUE
"14305",TRUE,TRUE
"14306",TRUE,TRUE
"14307",TRUE,TRUE
"14308",TRUE,TRUE
"14309",TRUE,TRUE
"14310",TRUE,TRUE
"14311",TRUE,TRUE
"14312",TRUE,TRUE
"14313",TRUE,TRUE
"14314",TRUE,TRUE
"14315",TRUE,TRUE
"14316",TRUE,TRUE
"14317",TRUE,TRUE
"14318",TRUE,TRUE
"14319",TRUE,TRUE
"14320",TRUE,TRUE
"14321",TRUE,TRUE
"14322",TRUE,TRUE
"14323",TRUE,TRUE
"14324",TRUE,TRUE
"14325",TRUE,TRUE
"14326",TRUE,TRUE
"14327",TRUE,TRUE
"14328",TRUE,TRUE
"14329",TRUE,TRUE
"14330",TRUE,TRUE
"14331",TRUE,TRUE
"14332",TRUE,TRUE
"14333",TRUE,TRUE
"14334",TRUE,TRUE
"14335",TRUE,TRUE
"14336",TRUE,TRUE
"14337",TRUE,TRUE
"14338",TRUE,TRUE
"14339",TRUE,TRUE
"14340",TRUE,TRUE
"14341",TRUE,TRUE
"14342",TRUE,TRUE
"14343",TRUE,TRUE
"14344",TRUE,TRUE
"14345",TRUE,TRUE
"14346",TRUE,TRUE
"14347",TRUE,TRUE
"14348",TRUE,TRUE
"14349",TRUE,TRUE
"14350",TRUE,TRUE
"14351",TRUE,TRUE
"14352",TRUE,TRUE
"14353",TRUE,TRUE
"14354",TRUE,TRUE
"14355",TRUE,TRUE
"14356",TRUE,TRUE
"14357",TRUE,TRUE
"14358",FALSE,TRUE
"14359",FALSE,TRUE
"14360",FALSE,TRUE
"14361",TRUE,TRUE
"14362",TRUE,TRUE
"14363",TRUE,TRUE
"14364",TRUE,TRUE
"14365",TRUE,TRUE
"14366",TRUE,TRUE
"14367",TRUE,TRUE
"14368",TRUE,TRUE
"14369",TRUE,TRUE
"14370",TRUE,TRUE
"14371",TRUE,TRUE
"14372",TRUE,TRUE
"14373",TRUE,TRUE
"14374",TRUE,TRUE
"14375",TRUE,TRUE
"14376",TRUE,TRUE
"14377",TRUE,TRUE
"14378",TRUE,TRUE
"14379",TRUE,TRUE
"14380",TRUE,TRUE
"14381",TRUE,TRUE
"14382",TRUE,TRUE
"14383",TRUE,TRUE
"14384",TRUE,TRUE
"14385",TRUE,TRUE
"14386",TRUE,TRUE
"14387",TRUE,TRUE
"14388",TRUE,TRUE
"14389",TRUE,TRUE
"14390",TRUE,TRUE
"14391",TRUE,TRUE
"14392",TRUE,TRUE
"14393",TRUE,TRUE
"14394",TRUE,TRUE
"14395",TRUE,TRUE
"14396",TRUE,TRUE
"14397",TRUE,TRUE
"14398",TRUE,TRUE
"14399",TRUE,TRUE
"14400",TRUE,TRUE
"14401",TRUE,TRUE
"14402",TRUE,TRUE
"14403",TRUE,TRUE
"14404",TRUE,TRUE
"14405",TRUE,TRUE
"14406",TRUE,TRUE
"14407",TRUE,TRUE
"14408",TRUE,TRUE
"14409",TRUE,TRUE
"14410",TRUE,TRUE
"14411",TRUE,TRUE
"14412",TRUE,TRUE
"14413",TRUE,TRUE
"14414",TRUE,TRUE
"14415",TRUE,TRUE
"14416",TRUE,TRUE
"14417",TRUE,TRUE
"14418",TRUE,TRUE
"14419",TRUE,TRUE
"14420",TRUE,TRUE
"14421",TRUE,TRUE
"14422",TRUE,TRUE
"14423",TRUE,TRUE
"14424",FALSE,TRUE
"14425",FALSE,TRUE
"14426",TRUE,FALSE
"14427",TRUE,FALSE
"14428",TRUE,FALSE
"14429",TRUE,FALSE
"14430",TRUE,FALSE
"14431",TRUE,FALSE
"14432",TRUE,FALSE
"14433",TRUE,FALSE
"14434",TRUE,FALSE
"14435",TRUE,FALSE
"14436",TRUE,FALSE
"14437",TRUE,FALSE
"14438",TRUE,FALSE
"14439",TRUE,FALSE
"14440",TRUE,FALSE
"14441",TRUE,FALSE
"14442",TRUE,FALSE
"14443",TRUE,FALSE
"14444",TRUE,FALSE
"14445",TRUE,FALSE
"14446",TRUE,FALSE
"14447",TRUE,FALSE
"14448",TRUE,FALSE
"14449",TRUE,FALSE
"14450",TRUE,FALSE
"14451",TRUE,FALSE
"14452",TRUE,FALSE
"14453",TRUE,FALSE
"14454",TRUE,FALSE
"14455",TRUE,FALSE
"14456",TRUE,FALSE
"14457",TRUE,FALSE
"14458",TRUE,FALSE
"14459",TRUE,FALSE
"14460",TRUE,FALSE
"14461",TRUE,FALSE
"14462",TRUE,FALSE
"14463",TRUE,FALSE
"14464",TRUE,FALSE
"14465",TRUE,FALSE
"14466",TRUE,FALSE
"14467",TRUE,FALSE
"14468",TRUE,FALSE
"14469",TRUE,FALSE
"14470",TRUE,FALSE
"14471",TRUE,FALSE
"14472",TRUE,FALSE
"14473",TRUE,FALSE
"14474",TRUE,FALSE
"14475",TRUE,FALSE
"14476",TRUE,FALSE
"14477",TRUE,FALSE
"14478",TRUE,FALSE
"14479",TRUE,FALSE
"14480",TRUE,FALSE
"14481",TRUE,FALSE
"14482",TRUE,FALSE
"14483",TRUE,FALSE
"14484",TRUE,FALSE
"14485",TRUE,FALSE
"14486",TRUE,FALSE
"14487",TRUE,FALSE
"14488",TRUE,FALSE
"14489",TRUE,FALSE
"14490",TRUE,FALSE
"14491",TRUE,FALSE
"14492",TRUE,FALSE
"14493",TRUE,FALSE
"14494",TRUE,FALSE
"14495",TRUE,FALSE
"14496",TRUE,FALSE
"14497",TRUE,FALSE
"14498",TRUE,FALSE
"14499",TRUE,FALSE
"14500",TRUE,FALSE
"14501",TRUE,FALSE
"14502",TRUE,FALSE
"14503",TRUE,FALSE
"14504",TRUE,FALSE
"14505",TRUE,FALSE
"14506",TRUE,FALSE
"14507",TRUE,FALSE
"14508",TRUE,FALSE
"14509",TRUE,FALSE
"14510",TRUE,FALSE
"14511",TRUE,FALSE
"14512",TRUE,FALSE
"14513",TRUE,FALSE
"14514",TRUE,FALSE
"14515",TRUE,FALSE
"14516",TRUE,FALSE
"14517",TRUE,FALSE
"14518",TRUE,FALSE
"14519",TRUE,FALSE
"14520",TRUE,FALSE
"14521",TRUE,FALSE
"14522",FALSE,FALSE
"14523",FALSE,FALSE
"14524",FALSE,FALSE
"14525",TRUE,FALSE
"14526",TRUE,FALSE
"14527",TRUE,FALSE
"14528",TRUE,FALSE
"14529",TRUE,FALSE
"14530",TRUE,FALSE
"14531",TRUE,FALSE
"14532",TRUE,FALSE
"14533",TRUE,FALSE
"14534",TRUE,FALSE
"14535",FALSE,FALSE
"14536",TRUE,FALSE
"14537",TRUE,FALSE
"14538",TRUE,FALSE
"14539",TRUE,FALSE
"14540",TRUE,FALSE
"14541",TRUE,FALSE
"14542",TRUE,FALSE
"14543",TRUE,FALSE
"14544",TRUE,FALSE
"14545",TRUE,FALSE
"14546",TRUE,FALSE
"14547",TRUE,FALSE
"14548",TRUE,FALSE
"14549",TRUE,FALSE
"14550",TRUE,FALSE
"14551",TRUE,FALSE
"14552",TRUE,FALSE
"14553",TRUE,FALSE
"14554",TRUE,FALSE
"14555",FALSE,FALSE
"14556",FALSE,FALSE
"14557",FALSE,FALSE
"14558",FALSE,FALSE
"14559",FALSE,FALSE
"14560",FALSE,FALSE
"14561",FALSE,FALSE
"14562",FALSE,FALSE
"14563",FALSE,FALSE
"14564",FALSE,FALSE
"14565",FALSE,FALSE
"14566",FALSE,FALSE
"14567",FALSE,FALSE
"14568",FALSE,FALSE
"14569",FALSE,FALSE
"14570",FALSE,FALSE
"14571",FALSE,FALSE
"14572",FALSE,FALSE
"14573",FALSE,FALSE
"14574",FALSE,FALSE
"14575",FALSE,FALSE
"14576",FALSE,FALSE
"14577",FALSE,FALSE
"14578",FALSE,FALSE
"14579",FALSE,FALSE
"14580",FALSE,FALSE
"14581",TRUE,FALSE
"14582",TRUE,FALSE
"14583",TRUE,FALSE
"14584",TRUE,FALSE
"14585",FALSE,FALSE
"14586",FALSE,FALSE
"14587",FALSE,FALSE
"14588",FALSE,FALSE
"14589",FALSE,FALSE
"14590",FALSE,FALSE
"14591",FALSE,FALSE
"14592",FALSE,FALSE
"14593",FALSE,FALSE
"14594",FALSE,FALSE
"14595",FALSE,FALSE
"14596",FALSE,FALSE
"14597",FALSE,FALSE
"14598",FALSE,FALSE
"14599",FALSE,FALSE
"14600",FALSE,FALSE
"14601",FALSE,FALSE
"14602",FALSE,FALSE
"14603",FALSE,FALSE
"14604",FALSE,FALSE
"14605",FALSE,FALSE
"14606",FALSE,FALSE
"14607",FALSE,FALSE
"14608",FALSE,FALSE
"14609",FALSE,FALSE
"14610",FALSE,FALSE
"14611",FALSE,FALSE
"14612",FALSE,FALSE
"14613",FALSE,FALSE
"14614",FALSE,FALSE
"14615",FALSE,FALSE
"14616",FALSE,FALSE
"14617",FALSE,FALSE
"14618",FALSE,FALSE
"14619",FALSE,FALSE
"14620",FALSE,FALSE
"14621",FALSE,FALSE
"14622",FALSE,FALSE
"14623",FALSE,FALSE
"14624",FALSE,FALSE
"14625",FALSE,FALSE
"14626",FALSE,FALSE
"14627",FALSE,FALSE
"14628",FALSE,FALSE
"14629",FALSE,FALSE
"14630",FALSE,FALSE
"14631",FALSE,FALSE
"14632",FALSE,FALSE
"14633",FALSE,FALSE
"14634",FALSE,FALSE
"14635",FALSE,FALSE
"14636",FALSE,FALSE
"14637",FALSE,FALSE
"14638",FALSE,FALSE
"14639",FALSE,FALSE
"14640",FALSE,FALSE
"14641",FALSE,FALSE
"14642",FALSE,FALSE
"14643",FALSE,FALSE
